Record Number,Fiscal Year,Department Name,Sub-Unit of Department,EEO Category Name,Reason,Employee Status,Pay Plan,Pay Grade,Classification Title,Separation Date,Pay Period End Date,Current Fiscal Year
27865,2021,"Human Services, Department of",Field Operations,Administrative Support,Voluntary Resignation,Permanent (Merit),009,24,INCOME MAINTENANCE WORKER 2,05/07/2021,05/13/2021,false
27866,2021,"Human Services, Department of",Woodward,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,13,FOOD SERVICE WORKER,05/07/2021,05/13/2021,false
27867,2021,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,05/09/2021,05/13/2021,false
27868,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,05/09/2021,05/13/2021,false
27869,2021,"Corrections, Department of",Fort Madison,Professional,Involuntary Dismissal,Permanent (Merit),014,30,REGISTERED NURSE,05/10/2021,05/13/2021,false
27870,2021,"Cultural Affairs, Department of",,Professional,Voluntary Resignation,Permanent (Merit),013,25,LIBRARIAN 1,05/10/2021,05/13/2021,false
27871,2021,"Human Services, Department of",Field Operations,Administrative Support,Voluntary Resignation,Permanent (Merit),014,18,CLERK SPECIALIST,05/10/2021,05/13/2021,false
27872,2021,"Human Services, Department of",Eldora Training School,Professional,Voluntary Resignation,Permanent (Merit),013,27,EDUCATOR,05/10/2021,05/13/2021,false
27873,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,05/10/2021,05/13/2021,false
27874,2021,"Corrections, Department of",Mitchellville,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,05/11/2021,05/13/2021,false
27875,2021,"Education, Department of",Vocational Rehabilitation,Professional,Voluntary Resignation,Probationary (Merit),009,28,REHABILITATION COUNSELOR,05/11/2021,05/13/2021,false
27876,2021,"Corrections, Department of",Oakdale,Technician,Voluntary Resignation,Permanent (Merit),014,26,LICENSED PRACTICAL NURSE,05/12/2021,05/13/2021,false
27877,2021,"Human Services, Department of",Field Operations,Professional,Voluntary Resignation,Permanent (Merit),009,25,SOCIAL WORKER 2,05/12/2021,05/13/2021,false
27878,2021,"Human Services, Department of",Eldora Training School,Professional,Involuntary Dismissal,Probationary (Merit),014,19,YOUTH SERVICES WORKER,05/12/2021,05/13/2021,false
27879,2021,"Human Services, Department of",Independence,Service/Maintenance,Retirement,Permanent (Merit),014,22,RESIDENT TREATMENT TECHNICIAN,05/12/2021,05/13/2021,false
27880,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,05/12/2021,05/13/2021,false
27881,2021,"Inspections & Appeals, Department of",,Professional,Voluntary Resignation,Permanent (Merit),009,27,ENVIRONMENTAL SPECIALIST,05/12/2021,05/13/2021,false
27882,2021,Iowa Veterans Home,,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,05/12/2021,05/13/2021,false
27883,2021,Attorney General,,Administrative Support,Voluntary Resignation,Permanent (Nonmerit),000,23,PARALEGAL,05/13/2021,05/13/2021,false
27884,2021,Civil Rights Commission,,Official/Administrator,Voluntary Resignation,Permanent (Merit),009,27,CIVIL RIGHTS SPECIALIST,05/13/2021,05/13/2021,false
27885,2021,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,05/13/2021,05/13/2021,false
27886,2021,"Corrections, Department of",Anamosa,Service/Maintenance,Involuntary Resignation,Permanent (Merit),014,24,CORRECTIONAL FOOD SERVICE COORDINATOR,05/13/2021,05/13/2021,false
27887,2021,"Corrections, Department of",Oakdale,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,19,PHARMACY TECHNICIAN,05/13/2021,05/13/2021,false
27889,2021,"Corrections, Department of",Clarinda,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,05/13/2021,05/13/2021,false
27888,2021,"Corrections, Department of",Clarinda,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,05/13/2021,05/13/2021,false
27890,2021,"Corrections, Department of",Mitchellville,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,05/13/2021,05/13/2021,false
27891,2021,Iowa Workforce Development,,Professional,Voluntary Resignation,Permanent (Merit),014,24,WORKFORCE ADVISOR,05/13/2021,05/13/2021,false
27892,2021,Iowa Workforce Development,,Professional,Voluntary Resignation,Permanent (Merit),014,24,WORKFORCE ADVISOR,05/13/2021,05/13/2021,false
27893,2021,"Human Services, Department of",Field Operations,Administrative Support,Voluntary Resignation,Permanent (Merit),014,18,CLERK SPECIALIST,05/13/2021,05/13/2021,false
27894,2021,"Human Services, Department of",Field Operations,Administrative Support,Retirement,Permanent (Merit),009,24,INCOME MAINTENANCE WORKER 2,05/13/2021,05/13/2021,false
27895,2021,"Human Services, Department of",Field Operations,Administrative Support,Voluntary Resignation,Probationary (Merit),014,14,CLERK ADVANCED,05/13/2021,05/13/2021,false
27896,2021,"Human Services, Department of",Field Operations,Administrative Support,Retirement,Permanent (Merit),009,24,INCOME MAINTENANCE WORKER 2,05/13/2021,05/13/2021,false
27897,2021,"Human Services, Department of",Eldora Training School,Professional,Voluntary Resignation,Permanent (Merit),014,19,YOUTH SERVICES WORKER,05/13/2021,05/13/2021,false
27899,2021,"Public Safety, Department of",,Protective Services - Sworn,Retirement,Permanent (Nonmerit),007,79,TROOPER 3,05/13/2021,05/13/2021,false
27900,2021,Auditor of State,,Professional,Voluntary Resignation,Permanent (Nonmerit),000,29,ASSISTANT AUDITOR 2,05/14/2021,05/27/2021,false
27901,2021,"Corrections, Department of",Anamosa,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,05/14/2021,05/27/2021,false
27903,2021,"Corrections, Department of",Newton,Protective Services - Sworn,Involuntary Resignation,Permanent (Merit),014,25,SENIOR CORRECTIONAL OFFICER,05/14/2021,05/27/2021,false
27902,2021,"Corrections, Department of",Newton,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,05/14/2021,05/27/2021,false
27904,2021,"Corrections, Department of",Newton,Protective Services - Sworn,Involuntary Dismissal,Permanent (Merit),014,23,CORRECTIONAL OFFICER,05/14/2021,05/27/2021,false
27905,2021,Iowa Finance Authority,,Official/Administrator,Retirement,Permanent (Nonmerit),014,32,EXECUTIVE OFFICER 2,05/14/2021,05/27/2021,false
27906,2021,Iowa Workforce Development,,Professional,Voluntary Resignation,Permanent (Merit),014,26,BUSINESS MARKETING SPECIALIST WORKFORCE DEV,05/14/2021,05/27/2021,false
27907,2021,"Human Services, Department of",Field Operations,Administrative Support,Voluntary Resignation,Permanent (Merit),009,24,INCOME MAINTENANCE WORKER 2,05/14/2021,05/27/2021,false
27910,2021,"Corrections, Department of",Rockwell City,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,05/15/2021,05/27/2021,false
27911,2021,"Human Services, Department of",Eldora Training School,Professional,Voluntary Resignation,Probationary (Merit),014,19,YOUTH SERVICES WORKER,05/15/2021,05/27/2021,false
27912,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,05/15/2021,05/27/2021,false
27913,2021,"Corrections, Department of",Oakdale,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,05/16/2021,05/27/2021,false
27914,2021,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,05/17/2021,05/27/2021,false
27915,2021,"Blind, Iowa Commission for the",,Professional,Voluntary Resignation,Permanent (Merit),014,19,YOUTH SERVICES WORKER,05/18/2021,05/27/2021,false
27916,2021,"Corrections, Department of",Newton,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,05/18/2021,05/27/2021,false
27917,2021,"Education, Department of",,Professional,Voluntary Resignation,Permanent (Merit),013,32,EDUCATION PROGRAM CONSULTANT,05/18/2021,05/27/2021,false
27918,2021,"Corrections, Department of",Central Office,Professional,Retirement,Permanent (Merit),014,29,STATISTICAL RESEARCH ANALYST 3,05/19/2021,05/27/2021,false
27919,2021,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,05/19/2021,05/27/2021,false
27920,2021,"Corrections, Department of",Newton,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,05/19/2021,05/27/2021,false
27921,2021,"Public Defense, Department of",,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,21,AIR BASE SECURITY OFFICER,05/19/2021,05/27/2021,false
27922,2021,"Corrections, Department of",Newton,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,05/20/2021,05/27/2021,false
27923,2021,"Corrections, Department of",Clarinda,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,05/20/2021,05/27/2021,false
27924,2021,"Corrections, Department of",Mitchellville,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,05/20/2021,05/27/2021,false
27925,2021,"Education, Department of",Vocational Rehabilitation,Professional,Voluntary Resignation,Permanent (Merit),014,26,PROGRAM PLANNER 2,05/20/2021,05/27/2021,false
27927,2021,"Human Services, Department of",Field Operations,Professional,Voluntary Resignation,Permanent (Merit),009,27,SOCIAL WORKER 3,05/20/2021,05/27/2021,false
27926,2021,"Human Services, Department of",Field Operations,Professional,Involuntary Dismissal,Probationary (Merit),009,25,SOCIAL WORKER 2,05/20/2021,05/27/2021,false
27928,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,05/20/2021,05/27/2021,false
27929,2021,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,13,FOOD SERVICE WORKER,05/20/2021,05/27/2021,false
27930,2021,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,05/20/2021,05/27/2021,false
27933,2021,"Administrative Services, Department of",,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,13,CUSTODIAL WORKER,05/21/2021,05/27/2021,false
27938,2021,"Human Services, Department of",Glenwood,Professional,Voluntary Resignation,Permanent (Merit),014,30,REGISTERED NURSE,05/21/2021,05/27/2021,false
27936,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,13,CUSTODIAL WORKER,05/21/2021,05/27/2021,false
27937,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,25,ACTIVITIES SPECIALIST 1,05/21/2021,05/27/2021,false
27941,2021,"Natural Resources, Department of",,Administrative Support,Voluntary Resignation,Permanent (Merit),014,17,SECRETARY 1,05/21/2021,05/27/2021,false
27942,2021,Iowa Veterans Home,,Professional,Voluntary Resignation,Permanent (Merit),000,33,NURSE SUPERVISOR,05/21/2021,05/27/2021,false
27943,2021,"Corrections, Department of",Anamosa,Protective Services - Sworn,Involuntary Dismissal,Permanent (Merit),014,23,CORRECTIONAL OFFICER,05/22/2021,05/27/2021,false
27944,2021,"Human Services, Department of",Independence,Administrative Support,Voluntary Resignation,Probationary (Merit),014,14,RECEPTIONIST,05/22/2021,05/27/2021,false
27945,2021,"Public Defense, Department of",,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,16+13.5%,WAREHOUSE OPERATIONS WORKER,05/22/2021,05/27/2021,false
27946,2021,"Corrections, Department of",Anamosa,Skilled Craft,Voluntary Resignation,Probationary (Merit),014,25+13.5%,ELECTRICIAN,05/24/2021,05/27/2021,false
27948,2021,Iowa Workforce Development,,Professional,Voluntary Resignation,Permanent (Merit),014,24,WORKFORCE ADVISOR,05/24/2021,05/27/2021,false
27947,2021,Iowa Workforce Development,,Professional,Voluntary Resignation,Permanent (Merit),014,26,ACCOUNTANT 2,05/24/2021,05/27/2021,false
27949,2021,"Human Services, Department of",Independence,Service/Maintenance,Retirement,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,05/24/2021,05/27/2021,false
27950,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Retirement,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,05/24/2021,05/27/2021,false
27951,2021,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,05/24/2021,05/27/2021,false
27952,2021,Iowa Veterans Home,,Service/Maintenance,Disability/Medical,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,05/24/2021,05/27/2021,false
27953,2021,"Corrections, Department of",Anamosa,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,05/26/2021,05/27/2021,false
27954,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,05/26/2021,05/27/2021,false
27955,2021,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,13,FOOD SERVICE WORKER,05/26/2021,05/27/2021,false
27956,2021,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,10,RESIDENT AIDE,05/26/2021,05/27/2021,false
27957,2021,Attorney General,,Administrative Support,Voluntary Resignation,Permanent (Nonmerit),000,23,PARALEGAL,05/27/2021,05/27/2021,false
27958,2021,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,05/27/2021,05/27/2021,false
27959,2021,"Corrections, Department of",Oakdale,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,05/27/2021,05/27/2021,false
27961,2021,"Corrections, Department of",Mitchellville,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,05/27/2021,05/27/2021,false
27962,2021,"Education, Department of",Vocational Rehabilitation,Professional,Retirement,Permanent (Merit),014,38,ADMINISTRATIVE LAW JUDGE 2,05/27/2021,05/27/2021,false
27963,2021,"Human Services, Department of",General Administration,Administrative Support,Retirement,Permanent (Merit),009,27,INCOME MAINTENANCE WORKER 4,05/27/2021,05/27/2021,false
27964,2021,"Human Services, Department of",General Administration,Professional,Retirement,Permanent (Merit),014,29,INFORMATION TECHNOLOGY SPECIALIST 3,05/27/2021,05/27/2021,false
27965,2021,"Human Services, Department of",Field Operations,Administrative Support,Retirement,Permanent (Merit),014,21,ADMINISTRATIVE ASSISTANT 1,05/27/2021,05/27/2021,false
27968,2021,"Human Services, Department of",Cherokee CCUSO,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,23,PSYCHIATRIC SECURITY SPECIALIST,05/27/2021,05/27/2021,false
27972,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,05/27/2021,05/27/2021,false
27970,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Retirement,Permanent (Merit),014,16,DRIVER,05/27/2021,05/27/2021,false
27971,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,13,FOOD SERVICE WORKER,05/27/2021,05/27/2021,false
27969,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Abandoned Job,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,05/27/2021,05/27/2021,false
27974,2021,"Public Defense, Department of",,Professional,Retirement,Permanent (Merit),000,34,ENVIRONMENTAL PROGRAM SUPERVISOR,05/27/2021,05/27/2021,false
27975,2021,Treasurer of State,,Administrative Support,Voluntary Resignation,Permanent (Nonmerit),014,20,ACCOUNTING TECHNICIAN 2,05/27/2021,05/27/2021,false
27976,2021,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,05/27/2021,05/27/2021,false
27977,2021,Iowa Veterans Home,,Service/Maintenance,Abandoned Job,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,05/27/2021,05/27/2021,false
27978,2021,Attorney General,,Administrative Support,Voluntary Resignation,Permanent (Nonmerit),000,22,LEGAL SECRETARY 3,05/28/2021,06/10/2021,false
27979,2021,"Commerce, Department of",Utilities Division,Professional,Voluntary Resignation,Permanent (Merit),000,34,UTILITIES REGULATION ENGINEER 2,05/28/2021,06/10/2021,false
27980,2021,"Corrections, Department of",Oakdale,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,05/28/2021,06/10/2021,false
27981,2021,"Corrections, Department of",Prison Industries,Technician,Retirement,Permanent (Merit),014,26,SENIOR STATE INDUSTRIES TECHNICIAN,05/28/2021,06/10/2021,false
27982,2021,"Education, Department of",,Professional,Retirement,Permanent (Merit),013,32,EDUCATION PROGRAM CONSULTANT,05/28/2021,06/10/2021,false
27984,2021,Iowa Workforce Development,,Professional,Retirement,Permanent (Merit),014,24,WORKFORCE ADVISOR,05/28/2021,06/10/2021,false
27983,2021,Iowa Workforce Development,,Professional,Voluntary Resignation,Permanent (Merit),014,24,WORKFORCE ADVISOR,05/28/2021,06/10/2021,false
27985,2021,"Human Services, Department of",Independence,Professional,Retirement,Permanent (Merit),009,27,SOCIAL WORKER 3,05/28/2021,06/10/2021,false
27987,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,05/28/2021,06/10/2021,false
27986,2021,"Human Services, Department of",Glenwood,Skilled Craft,Retirement,Permanent (Merit),014,25+13.5%,ELECTRICIAN,05/28/2021,06/10/2021,false
27988,2021,"Human Services, Department of",Woodward,Official/Administrator,Retirement,Permanent (Nonmerit),000,55(-13),PHYSICIAN SUPERVISOR,05/28/2021,06/10/2021,false
27989,2021,"Inspections & Appeals, Department of",,Official/Administrator,Retirement,Permanent (Merit),014,28,INVESTIGATOR 3,05/28/2021,06/10/2021,false
27993,2021,"Public Health, Department of",,Administrative Support,Voluntary Resignation,Permanent (Merit),014,18,CLERK SPECIALIST,05/28/2021,06/10/2021,false
27994,2021,"Revenue, Department of",,Professional,Voluntary Resignation,Permanent (Nonmerit),014,34,TAX ATTORNEY,05/28/2021,06/10/2021,false
27995,2021,"Revenue, Department of",,Professional,Retirement,Permanent (Merit),014,30,ACCOUNTANT 3,05/28/2021,06/10/2021,false
27996,2021,Secretary of State,,Professional,Voluntary Resignation,Permanent (Nonmerit),014,21,INFORMATION SPECIALIST 1,05/28/2021,06/10/2021,false
27997,2021,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,05/29/2021,06/10/2021,false
27998,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,18,ACTIVITIES AIDE,05/31/2021,06/10/2021,false
27999,2021,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,05/31/2021,06/10/2021,false
28000,2021,"Commerce, Department of",Banking Division,Official/Administrator,Voluntary Resignation,Permanent (Nonmerit),000,39(-9),BANK EXAMINER,06/01/2021,06/10/2021,false
28001,2021,"Corrections, Department of",Oakdale,Professional,Voluntary Resignation,Permanent (Merit),014,36,NURSE PRACTITIONER,06/01/2021,06/10/2021,false
28002,2021,"Corrections, Department of",Clarinda,Skilled Craft,Retirement,Permanent (Merit),014,23+13.5%,CORRECTIONAL TRADES LEADER,06/01/2021,06/10/2021,false
28004,2021,Iowa Workforce Development,,Professional,Retirement,Permanent (Merit),014,24,WORKFORCE ADVISOR,06/01/2021,06/10/2021,false
28003,2021,Iowa Workforce Development,,Professional,Voluntary Resignation,Permanent (Merit),014,32,INFORMATION TECHNOLOGY SPECIALIST 4,06/01/2021,06/10/2021,false
28006,2021,"Human Services, Department of",Independence,Professional,Voluntary Resignation,Probationary (Merit),014,30,REGISTERED NURSE,06/01/2021,06/10/2021,false
28005,2021,"Human Services, Department of",Independence,Technician,Involuntary Dismissal,Permanent (Merit),014,26,LICENSED PRACTICAL NURSE,06/01/2021,06/10/2021,false
28007,2021,"Human Services, Department of",Glenwood,Administrative Support,Retirement,Permanent (Merit),000,20,SECRETARY 2,06/01/2021,06/10/2021,false
28008,2021,"Human Services, Department of",Woodward,Professional,Retirement,Permanent (Nonmerit),000,55(-13),PHYSICIAN,06/01/2021,06/10/2021,false
28010,2021,Treasurer of State,,Administrative Support,Voluntary Resignation,Permanent (Nonmerit),000,21,ADMINISTRATIVE ASSISTANT 1,06/01/2021,06/10/2021,false
28011,2021,"Administrative Services, Department of",,Administrative Support,Involuntary Dismissal,Probationary (Merit),000,23,ACCOUNTING TECHNICIAN 3,06/02/2021,06/10/2021,false
28012,2021,Agriculture and Land Stewardship,,Administrative Support,Voluntary Resignation,Permanent (Merit),014,20,SECRETARY 2,06/02/2021,06/10/2021,false
28013,2021,"Corrections, Department of",Oakdale,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,06/02/2021,06/10/2021,false
28014,2021,"Human Services, Department of",Field Operations,Administrative Support,Retirement,Permanent (Merit),014,17,ACCOUNTING CLERK 2,06/02/2021,06/10/2021,false
28015,2021,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,16+13.5%,WAREHOUSE OPERATIONS WORKER,06/02/2021,06/10/2021,false
28017,2021,"Administrative Services, Department of",,Official/Administrator,Voluntary Resignation,Permanent (Merit),000,29(-5),PUBLIC SERVICE SUPERVISOR,06/03/2021,06/10/2021,false
28018,2021,"Corrections, Department of",Fort Madison,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,24,CORRECTIONAL FOOD SERVICE COORDINATOR,06/03/2021,06/10/2021,false
28019,2021,"Corrections, Department of",Newton,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,06/03/2021,06/10/2021,false
28020,2021,"Corrections, Department of",Mt Pleasant,Skilled Craft,Voluntary Resignation,Permanent (Merit),014,21+13.5%,POWER PLANT ENGINEER 3,06/03/2021,06/10/2021,false
28021,2021,"Human Services, Department of",General Administration,Professional,Voluntary Resignation,Permanent (Merit),009,30,SOCIAL WORKER 6,06/03/2021,06/10/2021,false
28023,2021,"Human Services, Department of",Field Operations,Professional,Retirement,Permanent (Merit),009,27,SOCIAL WORKER 3,06/03/2021,06/10/2021,false
28022,2021,"Human Services, Department of",Field Operations,Professional,Voluntary Resignation,Permanent (Merit),009,27,SOCIAL WORKER 3,06/03/2021,06/10/2021,false
28024,2021,"Human Services, Department of",Cherokee CCUSO,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,23,PSYCHIATRIC SECURITY SPECIALIST,06/03/2021,06/10/2021,false
28025,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,06/03/2021,06/10/2021,false
28026,2021,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/03/2021,06/10/2021,false
28029,2021,"Natural Resources, Department of",,Technician,Voluntary Resignation,Permanent (Merit),014,20,NATURAL RESOURCES TECHNICIAN 1,06/03/2021,06/10/2021,false
28030,2021,"Public Safety, Department of",,Protective Services - Sworn,Retirement,Permanent (Nonmerit),000,33,SERGEANT,06/03/2021,06/10/2021,false
28031,2021,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,06/04/2021,06/10/2021,false
28032,2021,"Corrections, Department of",Oakdale,Protective Services - Sworn,Death,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/04/2021,06/10/2021,false
28033,2021,"Corrections, Department of",Newton,Official/Administrator,Voluntary Resignation,Permanent (Merit),000,35,NURSING SERVICES DIRECTOR,06/04/2021,06/10/2021,false
28034,2021,"Corrections, Department of",Newton,Administrative Support,Voluntary Resignation,Probationary (Merit),014,15,TYPIST ADVANCED,06/04/2021,06/10/2021,false
28035,2021,"Corrections, Department of",Rockwell City,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/04/2021,06/10/2021,false
28036,2021,"Corrections, Department of",Mitchellville,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,06/04/2021,06/10/2021,false
28037,2021,"Corrections, Department of",Fort Dodge,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/04/2021,06/10/2021,false
28038,2021,Iowa Workforce Development,,Administrative Support,Involuntary Dismissal,Permanent (Merit),014,18,CLERK SPECIALIST,06/04/2021,06/10/2021,false
28040,2021,"Human Services, Department of",Field Operations,Professional,Voluntary Resignation,Permanent (Merit),009,27,SOCIAL WORKER 3,06/04/2021,06/10/2021,false
28039,2021,"Human Services, Department of",Field Operations,Professional,Voluntary Resignation,Permanent (Merit),009,27,SOCIAL WORKER 3,06/04/2021,06/10/2021,false
28041,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,13,FOOD SERVICE WORKER,06/04/2021,06/10/2021,false
28042,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Retirement,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/04/2021,06/10/2021,false
28043,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/04/2021,06/10/2021,false
28045,2021,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,13,FOOD SERVICE WORKER,06/04/2021,06/10/2021,false
28044,2021,Iowa Veterans Home,,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,13,FOOD SERVICE WORKER,06/04/2021,06/10/2021,false
28046,2021,"Inspections & Appeals, Department of",,Professional,Voluntary Resignation,Probationary (Merit),014,31,HEALTH FACILITIES SURVEYOR,06/07/2021,06/10/2021,false
28047,2021,Iowa Workforce Development,,Professional,Voluntary Resignation,Permanent (Merit),014,26,BUSINESS MARKETING SPECIALIST WORKFORCE DEV,06/08/2021,06/10/2021,false
28048,2021,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,13,CUSTODIAL WORKER,06/08/2021,06/10/2021,false
28049,2021,"Public Safety, Department of",,Protective Services - Sworn,Voluntary Resignation,Permanent (Nonmerit),007,29,TROOPER 2,06/08/2021,06/10/2021,false
28051,2021,Iowa Veterans Home,,Service/Maintenance,Abandoned Job,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,06/08/2021,06/10/2021,false
28050,2021,Iowa Veterans Home,,Professional,Voluntary Resignation,Permanent (Merit),014,31,NURSE CLINICIAN,06/08/2021,06/10/2021,false
28052,2021,Civil Rights Commission,,Official/Administrator,Voluntary Resignation,Permanent (Merit),009,27,CIVIL RIGHTS SPECIALIST,06/10/2021,06/10/2021,false
