Record Number,Fiscal Year,Department Name,Sub-Unit of Department,Reason,Employee Status,Pay Plan,Pay Grade,Classification Title,Separation Date,Pay Period End Date,Current Fiscal Year,Separation Year,Recent Layoff,Voluntary/Involuntary,Employee Status Encoded,EEO_EEO Category Name_Administrative Support,EEO_EEO Category Name_Official/Administrator,EEO_EEO Category Name_Professional,EEO_EEO Category Name_Protective Services - Sworn,EEO_EEO Category Name_Service/Maintenance,EEO_EEO Category Name_Skilled Craft,EEO_EEO Category Name_Technician,EEO_EEO Category Name_nan
26630,2021,Iowa Workforce Development,Field Operations,Voluntary Resignation,Probationary (Merit),014,24.0,WORKFORCE ADVISOR,2020-09-10,2020-09-17,False,2020,True,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26632,2021,"Human Services, Department of",Eldora Training School,Retirement,Permanent (Merit),014,25.0,CERTIFIED VOCATIONAL INSTRUCTOR,2020-09-10,2020-09-17,False,2020,True,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26631,2021,"Human Services, Department of",Eldora Training School,Voluntary Resignation,Permanent (Merit),014,19.0,YOUTH SERVICES WORKER,2020-09-10,2020-09-17,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26633,2021,"Human Services, Department of",Glenwood,Abandoned Job,Permanent (Merit),014,13.0,FOOD SERVICE WORKER,2020-09-10,2020-09-17,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26634,2021,"Public Defense, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,24.0,PLUMBER 1,2020-09-10,2020-09-17,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26635,2021,"Corrections, Department of",Mitchellville,Involuntary Dismissal,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-11,2020-09-17,False,2020,True,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26637,2021,"Corrections, Department of",Clarinda,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-12,2020-09-17,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26638,2021,Auditor of State,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,27.0,ASSISTANT AUDITOR 1,2020-09-14,2020-09-17,False,2020,True,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26639,2021,"Corrections, Department of",Fort Madison,Involuntary Dismissal,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-14,2020-09-17,False,2020,True,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26640,2021,Iowa Workforce Development,Field Operations,Voluntary Resignation,Permanent (Merit),014,26.0,BUSINESS MARKETING SPECIALIST WORKFORCE DEV,2020-09-14,2020-09-17,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26641,2021,"Human Services, Department of",Eldora Training School,Involuntary Dismissal,Probationary (Merit),014,19.0,YOUTH SERVICES WORKER,2020-09-15,2020-09-17,False,2020,True,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26643,2021,"Corrections, Department of",Newton,Involuntary Dismissal,Permanent (Merit),014,15.0,TYPIST ADVANCED,2020-09-16,2020-09-17,False,2020,True,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26642,2021,"Corrections, Department of",Newton,Involuntary Dismissal,Permanent (Merit),014,18.0,CLERK SPECIALIST,2020-09-16,2020-09-17,False,2020,True,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26644,2021,"Corrections, Department of",Clarinda,Voluntary Resignation,Permanent (Merit),014,30.0,REGISTERED NURSE,2020-09-16,2020-09-17,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26645,2021,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,14.0,CLERK ADVANCED,2020-09-16,2020-09-17,False,2020,True,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26646,2021,"Human Services, Department of",Glenwood,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-09-16,2020-09-17,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26647,2021,"Blind, Iowa Commission for the",Field Operations,Retirement,Permanent (Nonmerit),013,26.0,SERVICES SPECIALIST FOR THE BLIND 2,2020-09-17,2020-09-17,False,2020,True,Voluntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26648,2021,"Corrections, Department of",Anamosa,Retirement,Permanent (Merit),014,25.0,SENIOR CORRECTIONAL OFFICER,2020-09-17,2020-09-17,False,2020,True,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26649,2021,"Corrections, Department of",Oakdale,Involuntary Dismissal,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-17,2020-09-17,False,2020,True,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26650,2021,"Corrections, Department of",Clarinda,Death,Permanent (Merit),000,24.0,DENTIST,2020-09-17,2020-09-17,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26651,2021,"Human Services, Department of",Eldora Training School,Voluntary Resignation,Permanent (Merit),014,19.0,YOUTH SERVICES WORKER,2020-09-17,2020-09-17,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26652,2021,"Human Services, Department of",Independence,Voluntary Resignation,Probationary (Merit),014,30.0,REGISTERED NURSE,2020-09-17,2020-09-17,False,2020,True,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26653,2021,"State Public Defender, Office of",Field Operations,Voluntary Resignation,Permanent (Merit),014,20.0,SECRETARY 2,2020-09-17,2020-09-17,False,2020,True,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26657,2021,"Public Safety, Department of",Field Operations,Retirement,Permanent (Nonmerit),007,79.0,TROOPER 3,2020-09-17,2020-09-17,False,2020,True,Voluntary,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26658,2021,Iowa Veterans Home,Field Operations,Voluntary Resignation,Probationary (Merit),014,26.0,LICENSED PRACTICAL NURSE,2020-09-17,2020-09-17,False,2020,True,Involuntary,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26659,2021,"Blind, Iowa Commission for the",Field Operations,Retirement,Permanent (Merit),014,20.0,ACCOUNTING TECHNICIAN 2,2020-09-18,2020-10-01,False,2020,True,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26661,2021,"Corrections, Department of",Fort Madison,Involuntary Dismissal,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-18,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26660,2021,"Corrections, Department of",Fort Madison,Voluntary Resignation,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-18,2020-10-01,False,2020,True,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26662,2021,"Corrections, Department of",Mt Pleasant,Voluntary Resignation,Probationary (Merit),014,30.0,REGISTERED NURSE,2020-09-18,2020-10-01,False,2020,True,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26663,2021,"Education, Department of",Field Operations,Retirement,Permanent (Merit),013,32.0,EDUCATION PROGRAM CONSULTANT,2020-09-18,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26664,2021,"Human Services, Department of",General Administration,Voluntary Resignation,Permanent (Merit),014,32.0,EXECUTIVE OFFICER 2,2020-09-18,2020-10-01,False,2020,True,Involuntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26665,2021,"Human Services, Department of",Glenwood,Retirement,Permanent (Merit),000,24.0,RESIDENT TREATMENT SUPERVISOR,2020-09-18,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26666,2021,"Public Defense, Department of",Field Operations,Retirement,Permanent (Merit),014,23.0,AIRPORT FIREFIGHTER,2020-09-18,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26667,2021,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,19.0,PHARMACY TECHNICIAN,2020-09-18,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26668,2021,"Human Services, Department of",Glenwood,Voluntary Resignation,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-09-20,2020-10-01,False,2020,True,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26669,2021,"Corrections, Department of",Oakdale,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-21,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26670,2021,"Corrections, Department of",Clarinda,Abandoned Job,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-21,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26671,2021,"Corrections, Department of",Mitchellville,Voluntary Resignation,Permanent (Merit),014,30.0,REGISTERED NURSE,2020-09-21,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26672,2021,"Human Services, Department of",Glenwood,Retirement,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-09-21,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26673,2021,"Administrative Services, Department of",Field Operations,Voluntary Resignation,Probationary (Merit),014,13.0,CUSTODIAL WORKER,2020-09-22,2020-10-01,False,2020,True,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26674,2021,"Corrections, Department of",Oakdale,Voluntary Resignation,Permanent (Merit),014,30.0,REGISTERED NURSE,2020-09-22,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26675,2021,"Corrections, Department of",Mitchellville,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-22,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26676,2021,"Corrections, Department of",Fort Dodge,Voluntary Resignation,Permanent (Merit),014,24.0,CORRECTIONAL FOOD SERVICE COORDINATOR,2020-09-22,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26677,2021,"Human Services, Department of",Glenwood,Abandoned Job,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-09-22,2020-10-01,False,2020,True,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26679,2021,"Corrections, Department of",Oakdale,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-23,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26680,2021,"Corrections, Department of",Newton,Voluntary Resignation,Permanent (Merit),014,30.0,PSYCHOLOGIST 2,2020-09-23,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26681,2021,"Human Services, Department of",Glenwood,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-09-23,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26682,2021,Attorney General,Field Operations,Retirement,Permanent (Nonmerit),000,39.0,ASSISTANT ATTORNEY GENERAL 3,2020-09-24,2020-10-01,False,2020,True,Voluntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26683,2021,"Corrections, Department of",Clarinda,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-24,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26684,2021,Iowa Workforce Development,Field Operations,Retirement,Permanent (Merit),014,30.0,WORKFORCE PROGRAM COORDINATOR,2020-09-24,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26685,2021,"Human Services, Department of",Field Operations,Involuntary Dismissal,Probationary (Merit),009,24.0,INCOME MAINTENANCE WORKER 2,2020-09-24,2020-10-01,False,2020,True,Involuntary,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26687,2021,"Human Services, Department of",Woodward,Voluntary Resignation,Probationary (Merit),014,30.0,REGISTERED NURSE,2020-09-24,2020-10-01,False,2020,True,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26686,2021,"Human Services, Department of",Woodward,Retirement,Permanent (Merit),014,25.0,ACTIVITIES SPECIALIST 1,2020-09-24,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26688,2021,"Inspections & Appeals, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,31.0,HEALTH FACILITIES SURVEYOR,2020-09-24,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26689,2021,"Public Safety, Department of",Field Operations,Retirement,Permanent (Nonmerit),000,37.0,CAPTAIN,2020-09-24,2020-10-01,False,2020,True,Voluntary,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26690,2021,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-09-24,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26691,2021,Iowa Veterans Home,Field Operations,Involuntary Dismissal,Permanent (Merit),014,13.0,FOOD SERVICE WORKER,2020-09-24,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26692,2021,"Corrections, Department of",Fort Madison,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-25,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26693,2021,"Corrections, Department of",Rockwell City,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-25,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26695,2021,"Revenue, Department of",Field Operations,Voluntary Resignation,Permanent (Nonmerit),014,29.0,ATTORNEY 1,2020-09-25,2020-10-01,False,2020,True,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26696,2021,Secretary of State,Field Operations,Voluntary Resignation,Permanent (Nonmerit),014,29.0,INFORMATION TECHNOLOGY SPECIALIST 3,2020-09-25,2020-10-01,False,2020,True,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26697,2021,"Corrections, Department of",Fort Madison,Death,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-26,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26698,2021,"Human Services, Department of",Cherokee CCUSO,Voluntary Resignation,Probationary (Merit),014,23.0,PSYCHIATRIC SECURITY SPECIALIST,2020-09-26,2020-10-01,False,2020,True,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26699,2021,"Human Services, Department of",Woodward,Retirement,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-09-26,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26700,2021,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-09-27,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26701,2021,"Corrections, Department of",Newton,Involuntary Dismissal,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-28,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26702,2021,"Human Services, Department of",Field Operations,Voluntary Resignation,Probationary (Merit),009,25.0,SOCIAL WORKER 2,2020-09-28,2020-10-01,False,2020,True,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26703,2021,"Human Services, Department of",Glenwood,Abandoned Job,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-09-28,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26704,2021,"Human Services, Department of",Woodward,Disability/Medical,Permanent (Merit),014,30.0,REGISTERED NURSE,2020-09-28,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26705,2021,"Public Health, Department of",Field Operations,Retirement,Permanent (Merit),014,21.0,ADMINISTRATIVE ASSISTANT 1,2020-09-28,2020-10-01,False,2020,True,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26706,2021,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2020-09-28,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26707,2021,"Human Services, Department of",Cherokee CCUSO,Voluntary Resignation,Permanent (Merit),014,23.0,PSYCHIATRIC SECURITY SPECIALIST,2020-09-29,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26708,2021,"Human Services, Department of",Woodward,Voluntary Resignation,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-09-29,2020-10-01,False,2020,True,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26709,2021,Agriculture and Land Stewardship,Field Operations,Voluntary Resignation,Probationary (Merit),014,20.0,SECRETARY 2,2020-09-30,2020-10-01,False,2020,True,Involuntary,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26710,2021,Agriculture and Land Stewardship,Field Operations,Retirement,Permanent (Merit),014,21.0,MEAT INSPECTOR,2020-09-30,2020-10-01,False,2020,True,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26711,2021,"Commerce, Department of",Utilities Division,Retirement,Permanent (Merit),014,33.0,SENIOR UTILITY ANALYST,2020-09-30,2020-10-01,False,2020,True,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26712,2021,"Corrections, Department of",Fort Madison,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-30,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26713,2021,"Corrections, Department of",Fort Madison,Retirement,Permanent (Merit),014,25.0,SENIOR CORRECTIONAL OFFICER,2020-09-30,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26714,2021,"Corrections, Department of",Newton,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-09-30,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26715,2021,"Corrections, Department of",Fort Dodge,Retirement,Permanent (Merit),000,32.0,FOOD SERVICES DIRECTOR 3,2020-09-30,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26717,2021,Iowa Workforce Development,Field Operations,Retirement,Permanent (Merit),014,24.0,WORKFORCE ADVISOR,2020-09-30,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26716,2021,Iowa Workforce Development,Field Operations,Voluntary Resignation,Permanent (Merit),014,24.0,WORKFORCE ADVISOR,2020-09-30,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26718,2021,Iowa Communications Network,Field Operations,Retirement,Permanent (Merit),014,24.0,TELECOMMUNICATIONS SPECIALIST,2020-09-30,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26719,2021,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),009,24.0,INCOME MAINTENANCE WORKER 2,2020-09-30,2020-10-01,False,2020,True,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26720,2021,"Human Services, Department of",Eldora Training School,Retirement,Permanent (Merit),014,14.0,RECEPTIONIST,2020-09-30,2020-10-01,False,2020,True,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26721,2021,"Human Services, Department of",Eldora Training School,Retirement,Permanent (Merit),013,27.0,EDUCATOR,2020-09-30,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26722,2021,"Human Services, Department of",Glenwood,Voluntary Resignation,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2020-09-30,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26724,2021,"Human Services, Department of",Woodward,Retirement,Permanent (Merit),014,16.0,SEWING ROOM ATTENDANT 2,2020-09-30,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26723,2021,"Human Services, Department of",Woodward,Retirement,Permanent (Merit),014,17.0,COOK 2,2020-09-30,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26725,2021,"State Public Defender, Office of",Field Operations,Voluntary Resignation,Permanent (Nonmerit),014,34.0,PUBLIC DEFENDER 2,2020-09-30,2020-10-01,False,2020,True,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26729,2021,"Natural Resources, Department of",Field Operations,Retirement,Permanent (Nonmerit),000,24.0,PUBLIC SERVICE EXECUTIVE,2020-09-30,2020-10-01,False,2020,True,Voluntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26730,2021,"Revenue, Department of",Field Operations,Retirement,Permanent (Nonmerit),014,35.0,EXECUTIVE OFFICER 3,2020-09-30,2020-10-01,False,2020,True,Voluntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26731,2021,Attorney General,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,29.0,ASSISTANT ATTORNEY GENERAL 1,2020-10-01,2020-10-01,False,2020,True,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26732,2021,Auditor of State,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,31.0,ASSISTANT AUDITOR 3,2020-10-01,2020-10-01,False,2020,True,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26733,2021,"Commerce, Department of",Utilities Division,Retirement,Permanent (Merit),014,29.0,UTILITY ANALYST 2,2020-10-01,2020-10-01,False,2020,True,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26734,2021,"Corrections, Department of",Newton,Involuntary Dismissal,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-01,2020-10-01,False,2020,True,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26735,2021,"Corrections, Department of",Mt Pleasant,Retirement,Permanent (Merit),014,26.0,PURCHASING AGENT 2,2020-10-01,2020-10-01,False,2020,True,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26736,2021,"Corrections, Department of",Mitchellville,Voluntary Resignation,Permanent (Merit),014,30.0,REGISTERED NURSE,2020-10-01,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26737,2021,"Corrections, Department of",Fort Dodge,Voluntary Resignation,Permanent (Merit),014,30.0,REGISTERED NURSE,2020-10-01,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26738,2021,"Human Services, Department of",Cherokee CCUSO,Voluntary Resignation,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2020-10-01,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26739,2021,"Human Services, Department of",Independence,Retirement,Permanent (Merit),014,24.0,HVAC TECHNICIAN,2020-10-01,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26741,2021,"Human Services, Department of",Woodward,Voluntary Resignation,Permanent (Merit),000,24.0,HUMAN RESOURCES TECHNICAL ASSISTANT,2020-10-01,2020-10-01,False,2020,True,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26740,2021,"Human Services, Department of",Woodward,Voluntary Resignation,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-01,2020-10-01,False,2020,True,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26742,2021,"Inspections & Appeals, Department of",Field Operations,Retirement,Permanent (Merit),014,31.0,HEALTH FACILITIES SURVEYOR,2020-10-01,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26752,2021,"Public Defense, Department of",Field Operations,Retirement,Permanent (Merit),014,23.0,AIRPORT FIREFIGHTER,2020-10-01,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26754,2021,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),014,26.0,CLINICAL DIETITIAN,2020-10-01,2020-10-01,False,2020,True,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26755,2021,Iowa Veterans Home,Field Operations,Involuntary Dismissal,Probationary (Merit),000,33.0,NURSE SUPERVISOR,2020-10-01,2020-10-01,False,2020,True,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26753,2021,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,14.0,COOK 1,2020-10-01,2020-10-01,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26756,2021,Auditor of State,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,27.0,ASSISTANT AUDITOR 1,2020-10-02,2020-10-15,False,2020,True,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26757,2021,"Blind, Iowa Commission for the",Field Operations,Voluntary Resignation,Probationary (Merit),014,19.0,YOUTH SERVICES WORKER,2020-10-02,2020-10-15,False,2020,True,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26761,2021,"Commerce, Department of",Insurance Division,Voluntary Resignation,Permanent (Nonmerit),014,30.0,INSURANCE COMPANY EXAMINER SENIOR,2020-10-02,2020-10-15,False,2020,True,Involuntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
